Youtuber,期間,正面情緒,負面情緒,正面情緒(前一天),正面情緒(前二天),正面情緒(後一天),正面情緒(後二天),負面情緒(前一天),負面情緒(前二天),負面情緒(後一天),負面情緒(後二天),當天正負情緒比,前一天正負情緒比,前二天正負情緒比,後一天正負情緒比,後二天正負情緒比,當天情緒比變化量,隔天情緒比變化量,前一後一情緒變化量,前二後二情緒變化量,聲量,前一天聲量,前二天聲量,後一天聲量,後二天聲量,當天聲量變化量,隔天聲量變化量,前一後一聲量變化量,前二後二聲量變化量,Dcard,Dcard內文,PTT,PTT內文,apple_news,apple_news內文,ettoday,ettoday內文,Mobile01,Mobile01內文,opview,g/b,sub,category,sorry
Dinter,2020/01/19,429.0,54.0,21.0,21.0,24.0,8.0,70.0,38.0,58.0,29.0,7.944444444444445,0.3,0.5526315789473685,0.4137931034482758,0.2758620689655172,7.644444444444445,-7.530651340996169,0.1137931034482758,-0.2767695099818512,5715.0,184.0,117.0,203.0,101.0,5531.0,-5512.0,19.0,-16.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/04/05,42.0,36.0,13.0,11.0,16.0,63.0,10.0,18.0,11.0,50.0,1.1666666666666667,1.3,0.6111111111111112,1.4545454545454546,1.26,-0.1333333333333333,0.2878787878787878,0.1545454545454545,0.6488888888888888,322.0,63.0,65.0,101.0,339.0,259.0,-221.0,38.0,274.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/05/03,464.0,161.0,18.0,17.0,145.0,64.0,34.0,10.0,62.0,54.0,2.881987577639752,0.5294117647058824,1.7,2.338709677419355,1.1851851851851851,2.3525758129338694,-0.5432779002203967,1.8092979127134727,-0.5148148148148148,1246.0,166.0,80.0,409.0,286.0,1080.0,-837.0,243.0,206.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/05/16,242.0,173.0,41.0,16.0,56.0,28.0,81.0,72.0,55.0,81.0,1.3988439306358382,0.5061728395061729,0.2222222222222222,1.018181818181818,0.345679012345679,0.8926710911296654,-0.3806621124540201,0.5120089786756452,0.1234567901234567,1090.0,276.0,229.0,341.0,264.0,814.0,-749.0,65.0,35.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/10/09,207.0,589.0,13.0,9.0,175.0,90.0,44.0,26.0,561.0,178.0,0.3514431239388794,0.2954545454545454,0.3461538461538461,0.3119429590017825,0.5056179775280899,0.0559885784843339,-0.0395001649370969,0.016488413547237,0.1594641313742437,1792.0,123.0,110.0,1614.0,664.0,1669.0,-178.0,1491.0,554.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/10/10,175.0,561.0,207.0,13.0,90.0,48.0,589.0,44.0,178.0,148.0,0.3119429590017825,0.3514431239388794,0.2954545454545454,0.5056179775280899,0.3243243243243243,-0.0395001649370969,0.1936750185263073,0.1541748535892104,0.0288697788697788,1614.0,1792.0,123.0,664.0,489.0,-178.0,-950.0,-1128.0,366.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/10/24,102.0,168.0,28.0,29.0,32.0,23.0,38.0,32.0,57.0,43.0,0.6071428571428571,0.7368421052631579,0.90625,0.5614035087719298,0.5348837209302325,-0.1296992481203007,-0.0457393483709273,-0.175438596491228,-0.3713662790697675,780.0,151.0,140.0,242.0,193.0,629.0,-538.0,91.0,53.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/10/29,197.0,593.0,47.0,14.0,141.0,78.0,36.0,28.0,367.0,166.0,0.3322091062394603,1.3055555555555556,0.5,0.3841961852861035,0.4698795180722891,-0.9733464493160952,0.0519870790466431,-0.921359370269452,-0.0301204819277108,1653.0,164.0,105.0,1100.0,565.0,1489.0,-553.0,936.0,460.0,[],[],[],[],[],[],['知名實況主收死亡威脅…「我要讓你死」！丁特怕：館長在附近中槍'],[nan],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2020/12/23,73.0,140.0,12.0,13.0,25.0,17.0,19.0,22.0,70.0,34.0,0.5214285714285715,0.631578947368421,0.5909090909090909,0.3571428571428571,0.5,-0.1101503759398495,-0.1642857142857143,-0.2744360902255638,-0.0909090909090909,688.0,105.0,97.0,244.0,142.0,583.0,-444.0,139.0,45.0,[],[],['[問卦] 有沒有丁特上館長節目的八卦'],['上次上九面人洗白失敗這次又上館長節目來洗說什麼痛篇屁話想保護女方這是我私生活干你們屁事看到館長邀這種咖小上節目可憐阿--'],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/01/04,93.0,243.0,11.0,8.0,18.0,20.0,25.0,26.0,55.0,37.0,0.382716049382716,0.44,0.3076923076923077,0.3272727272727272,0.5405405405405406,-0.0572839506172839,-0.0554433221099887,-0.1127272727272727,0.2328482328482328,1447.0,109.0,87.0,305.0,167.0,1338.0,-1142.0,196.0,80.0,[],[],['[問卦] 蔡桃貴給丁特會怎麼養'],['各位八卦鄉民晚安小網紅菜桃貴吸睛幫把拔賺了不少如果跟電競網紅丁特特哥結合拍個一日爸爸丁特特哥會怎麼樣桃貴？--'],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/01/14,107.0,142.0,18.0,19.0,35.0,30.0,22.0,18.0,67.0,37.0,0.7535211267605634,0.8181818181818182,1.0555555555555556,0.5223880597014925,0.8108108108108109,-0.0646606914212548,-0.2311330670590708,-0.2957937584803257,-0.2447447447447447,759.0,125.0,94.0,304.0,229.0,634.0,-455.0,179.0,135.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/01/27,1505.0,882.0,42.0,18.0,114.0,61.0,29.0,24.0,106.0,160.0,1.7063492063492065,1.4482758620689655,0.75,1.0754716981132075,0.38125,0.2580733442802407,-0.6308775082359988,-0.372804163955758,-0.36875,7090.0,198.0,137.0,732.0,653.0,6892.0,-6358.0,534.0,516.0,[],[],[],[],['「取之於電競用之於電競」\u3000丁特重磅宣佈買下《英雄聯盟》ahq戰隊'],['台灣知名退役電競選手、曾代表《台北暗殺星》與《Hong Kong Esports》比賽的「丁特」薛弘偉今27日拋出震撼彈，宣布買下在今年1月告別PCS賽區的《英雄聯盟》競賽強隊《ahq e-Sports Club》(ahq)，以及PCS賽區的競賽席次。\n丁特分享心路歷程，指自己作為選手多年，知道電競路不好走，戰隊也是非常燒錢的一個組織，但還是希望能回饋電競產業，把自己的經驗繼續傳承下去。其在臉書發文指出「取之於電競，用之於電競，希望把多年累積下來的經驗及財富，用來開創這條曾經可能屬於我的輝煌道路。」\n丁特發文也指出，「目前已經接手了ahq既有的所有教練與選手，會先就現有的資源把隊伍打理好，後續會視比賽狀況再去調整選手的陣容。」目標是備戰今年賽季，而戰隊的名稱則改為「Beyond Gaming」，「期盼隊員們極盡自己的能力跨越所有阻礙，為隊伍拿下勝利，也為超越原來的自己。」（黃子倫／綜合報導）'],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/02/28,112.0,294.0,21.0,27.0,88.0,26.0,28.0,64.0,159.0,53.0,0.3809523809523809,0.75,0.421875,0.5534591194968553,0.490566037735849,-0.369047619047619,0.1725067385444744,-0.1965408805031446,0.068691037735849,695.0,121.0,177.0,444.0,183.0,574.0,-251.0,323.0,6.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/03/21,201.0,123.0,34.0,27.0,47.0,111.0,32.0,36.0,39.0,82.0,1.6341463414634143,1.0625,0.75,1.205128205128205,1.353658536585366,0.5716463414634145,-0.4290181363352094,0.142628205128205,0.603658536585366,883.0,166.0,162.0,310.0,534.0,717.0,-573.0,144.0,372.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/03/28,277.0,167.0,19.0,21.0,78.0,33.0,43.0,13.0,69.0,31.0,1.658682634730539,0.4418604651162791,1.6153846153846154,1.1304347826086956,1.064516129032258,1.21682216961426,-0.5282478521218434,0.6885743174924165,-0.5508684863523574,1137.0,183.0,121.0,371.0,164.0,954.0,-766.0,188.0,43.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/04/17,179.0,325.0,20.0,28.0,64.0,38.0,20.0,33.0,98.0,67.0,0.5507692307692308,1.0,0.8484848484848485,0.6530612244897959,0.5671641791044776,-0.4492307692307692,0.102291993720565,-0.3469387755102041,-0.2813206693803709,956.0,101.0,150.0,343.0,241.0,855.0,-613.0,242.0,91.0,[],[],['Re: [問卦] 丁特在推責任給政府'],"['呃...之前有隻綠狗說:民進黨就沒說道德標準高看到綠狗在把台鐵太魯閣的責任推給老百姓，要老百姓捐款救援，真不懂一群私德有問題的綠狗憑什麼護航政府...--我被說服了QQ""']",[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/05/06,246.0,101.0,9.0,21.0,91.0,140.0,17.0,37.0,107.0,216.0,2.435643564356436,0.5294117647058824,0.5675675675675675,0.8504672897196262,0.6481481481481481,1.906231799650553,-1.5851762746368094,0.3210555250137438,0.0805805805805806,1153.0,84.0,133.0,843.0,3591.0,1069.0,-310.0,759.0,3458.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/05/08,140.0,216.0,91.0,246.0,84.0,48.0,107.0,101.0,120.0,73.0,0.6481481481481481,0.8504672897196262,2.435643564356436,0.7,0.6575342465753424,-0.202319141571478,0.0518518518518518,-0.1504672897196262,-1.7781093177810932,3591.0,843.0,1153.0,1460.0,529.0,2748.0,-2131.0,617.0,-624.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/05/23,185.0,259.0,223.0,13.0,75.0,86.0,375.0,27.0,123.0,116.0,0.7142857142857143,0.5946666666666667,0.4814814814814814,0.6097560975609756,0.7413793103448276,0.1196190476190476,-0.1045296167247387,0.0150894308943089,0.2598978288633461,951.0,1112.0,85.0,407.0,380.0,-161.0,-544.0,-705.0,295.0,['關於防疫 大家共體時艱\n說實在我不是他粉絲\n但就事論事 針對這部影片分析\n仇恨的確不能解決什麼\n心理難受之餘 希望用幽默帶過去'],['看看丁特怎麼嘴爆這個噁心的雙標政府 - Dcard\nhttps://youtu.be/1NapW-rapBw'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/05/26,326.0,680.0,86.0,75.0,141.0,125.0,116.0,123.0,292.0,242.0,0.4794117647058823,0.7413793103448276,0.6097560975609756,0.4828767123287671,0.5165289256198347,-0.2619675456389452,0.0034649476228847,-0.2585025980160605,-0.0932271719411409,1881.0,380.0,407.0,815.0,725.0,1501.0,-1066.0,435.0,318.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/06/12,73.0,260.0,20.0,11.0,63.0,30.0,34.0,24.0,79.0,40.0,0.2807692307692307,0.5882352941176471,0.4583333333333333,0.7974683544303798,0.75,-0.3074660633484163,0.516699123661149,0.2092330603127327,0.2916666666666667,827.0,167.0,125.0,385.0,189.0,660.0,-442.0,218.0,64.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/06/19,361.0,221.0,45.0,26.0,274.0,186.0,50.0,42.0,219.0,162.0,1.6334841628959276,0.9,0.6190476190476191,1.2511415525114156,1.148148148148148,0.7334841628959275,-0.382342610384512,0.3511415525114155,0.5291005291005291,1353.0,349.0,193.0,1388.0,1071.0,1004.0,35.0,1039.0,878.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/06/20,274.0,219.0,361.0,45.0,186.0,133.0,221.0,50.0,162.0,167.0,1.2511415525114156,1.6334841628959276,0.9,1.148148148148148,0.7964071856287425,-0.382342610384512,-0.1029934043632674,-0.4853360147477794,-0.1035928143712575,1388.0,1353.0,349.0,1071.0,986.0,35.0,-317.0,-282.0,637.0,['是不是有人一直找北科學生借錢？'],['最近我很多同學一直被同個人密，聽說是北科電機休學，說家裡有困難要借錢，丁特也在半年多前直播被借，到底是不是真的有困難？不借的話是不是不夠政治正確阿？有沒有掛？'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/07/17,296.0,240.0,184.0,42.0,261.0,183.0,101.0,54.0,207.0,224.0,1.2333333333333334,1.8217821782178216,0.7777777777777778,1.2608695652173914,0.8169642857142857,-0.5884488448844885,0.0275362318840579,-0.5609126130004305,0.0391865079365079,1608.0,735.0,335.0,1727.0,1145.0,873.0,119.0,992.0,810.0,['該怎麼選'],['163barce.\n之前沒關係我也是 的影片造成台灣yt圈模仿熱潮\n yt cover才女 常常留言都是聯合國的情況\n清新自然的唱功 有時偶爾有點綜藝的直播\n--\nhina.\n目前圖奇日本前三大台 直播1萬八千人\n最近常跟丁特互動\n雖然貧乳 但小隻馬 很可愛 會做效果\n日本國藉\n雖然語言不通但也沒關係\n-- \n靜芳 \n從可愛的狗勾發跡\n年紀最小 聲音異常甜美 馬祖高中球經 \n目前涉世最淺 但最純真\n\n以上我該怎麼選我的老婆呢？ 真的有點困擾..'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/07/26,906.0,1318.0,115.0,87.0,252.0,156.0,208.0,176.0,388.0,321.0,0.6874051593323217,0.5528846153846154,0.4943181818181818,0.6494845360824743,0.4859813084112149,0.1345205439477063,-0.0379206232498474,0.0965999206978588,-0.0083368734069668,4324.0,814.0,749.0,1319.0,1021.0,3510.0,-3005.0,505.0,272.0,['ㄧ更-十天簡易版-統椅之爭總整理'],['簡單幫大家做個整理，不太會排版很少發文，所以畫面很亂畫面很亂，請見諒，歡迎大家在留言區補充各種主線支線\n\n>>>7/15統椅之戰一觸即發\n1.toyz:家園、社交、點我頭像、拜訪家園\n2.toyz:痾痾痾 嗚嗚嗚 是喔\n3.統神：畫面很亂 畫面很亂，主辦單位要不要管一下啊\n3.單手打爆統神bo7，只求一敗未嘗一敗\n4.打輸不改名toyz的狗，只改名垃圾職業丐幫，賴皮\n5.工商結束統神大爆氣，在直播上把003 （統神老婆，主要負責經紀事務）叫來站好罵爆，同時嘴幹廠商\n7.統神：respect you know\n\n\n>>>7/17天涯明月刀集體工商\n1.toyz跟dinter冷嘲熱諷toyz的狗\n2.統神依舊打很爛，跟不上隊友，功力最低，死在毒圈\n\n\n>>>7/18 toyz上片7/15工商精華\n1.剪片上片神速，攻擊性小，污辱性極大\n2.(此片此時已下架)\n\n\n>>>7/19 張家兄弟上館長直播\n1.統神找館長哭訴\n2.抖出一拳超人工商，toyz遲到一小時的舊帳\n3.解釋冷凍小丑的原因，扯toyz假賽疑雲\n4.直播完統神公司（蹦蛙娛樂）記給toyz版權警告\n\n\n>>>7/20 toyz直播說明事件（剪輯成精華7/21上片）\n1.詳細說明當天及後續事件\n2.對自己的狗道歉，認為自己效果做過頭，沒想到統神氣量這麼小會檢舉頻道版權。\n3.阿扣（謝和弦）為同為台灣人的統神道歉，但toyz嘴臭阿扣呼麻\n（支線）7/20 阿扣在臉書發文臭嘴toyz政治傾向\n1.但之後兩人在留言區和好，阿扣挺toyz\n\n\n>>>（支線）7/21 dinter國動大和解\n1.雙方對於統椅之戰在直播評論，提到以往年輕小動的不成熟，現在特別找dinter道歉\n2.國動承諾不會檢舉dinter使用國動素材\n\n\n>>>7/22統神在003聊天室幹破他娘 \n1.003私密toyz加賴，toyz傳張跳繩柴犬狗圖，直接被幹破祖宗18代\n２．toyz將聊天內容上傳至臉書貼文引起群情譁然\n3.統神在臉書控訴toyz斷章取義，同時聲明003在亂回覆，給她一張紙送回老家\n>>>（支線）7/22桶椅之戰梗蔓延電競圈\n1.湯米小熊鬼之工商\n2.主播賽評無情消費\n\n\n>>>7/24上館長直播\n1.主要就是前面事件敘述而已\n2.最後放一把火，幫小亮討債，小亮五萬成主線\n7/24統神向dinter控訴小亮\n1.倚老賣老控訴小亮不尊重他\n2.向dinter提議要換掉小亮的位置\n\n\n>>>7/25統神小亮單挑\n1.倚老賣老施壓小亮\n2.統神友誼賽玩鱷魚被卡密兒康特反之亦然\n3.統神不做效果說五萬怎麼辦，然後說要用燒的，小亮高EQ回覆\n4.統神被小亮打哭還是被五萬貴哭不得而知\n\n\n>>>加註：7/25統神直播\n1.叫003下跪道歉，003問認真的嗎？之後才補一句開玩笑的還嬉皮笑臉\n2.看館長與toyz的直播爆氣，認為toyz心虛會舔嘴唇，上館長直播一直說謊心虛一直舔\n統神：又舔！又舔！又..又舔嘴唇！（暴怒+舔嘴唇）\n3.五萬還的心不甘情不願，說明用五萬看清一個人\n4.終於天涯明月刀改名為，toyzA吿\n（支線）7/25館長匯十萬給 dinter幫統神還債\n\n\n>>>最新-\n7/26   003發文抱怨爲什麼要拿五萬，目前不知道有沒有被送回老家\n7/26小亮發文表示將五萬捐給國際災難協會\n\n7/26因為基隆東直播靠北，小亮爆氣又把五萬匯回去給統神\n1.統神又上館長直播解釋小亮事件，同時也跟003表示歉意，並且請館長幫他約toyz一起談談\n2.dinter前去跟館長面交10萬贊助\n3.小亮發文到此為止基隆東有道歉了，並呼籲大家不要再去基隆東的炸雞店刷負評了'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/08/18,311.0,235.0,89.0,134.0,113.0,33.0,161.0,174.0,103.0,51.0,1.323404255319149,0.5527950310559007,0.7701149425287356,1.0970873786407769,0.6470588235294118,0.7706092242632483,-0.2263168766783723,0.544292347584876,-0.1230561189993237,1396.0,623.0,720.0,635.0,303.0,773.0,-761.0,12.0,-417.0,[],[],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/08/28,208.0,351.0,57.0,29.0,1061.0,305.0,37.0,42.0,340.0,251.0,0.5925925925925926,1.5405405405405406,0.6904761904761905,3.1205882352941177,1.2151394422310755,-0.947947947947948,2.527995642701525,1.580047694753577,0.5246632517548853,1234.0,225.0,242.0,2324.0,1146.0,1009.0,1090.0,2099.0,904.0,['高端爭議與3+11負責'],['先恭喜byg拿到世界賽門票。\n--------------------------分隔線-------------------------------\n丁特說的和我想的幾乎一模一樣，\n政府那麼推1.5期疫苗，那麼我OK你先打\n還有3+11先說我負責，再說3+11沒出事\n流氓都不會那麼不講理\nhttps://youtu.be/LNo-pQTI4bo'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/08/29,1061.0,340.0,208.0,57.0,305.0,210.0,351.0,37.0,251.0,179.0,3.1205882352941177,0.5925925925925926,1.5405405405405406,1.2151394422310755,1.1731843575418994,2.527995642701525,-1.905448793063042,0.6225468496384832,-0.3673561829986411,2324.0,1234.0,225.0,1146.0,758.0,1090.0,-1178.0,-88.0,533.0,['有人知道這網紅是在幹嘛嗎？'],['更-\n好多人把Diner看成Dinter \n先改掉 以免誤會\n\n然後\n我沒刷過抖音 \n不知道有什麼漫畫腰挑戰\n也沒罵她怎麼露奶露腰什麼的\n我也沒限制她不能發這種影片-.-\n而且帳號也是公開的\n某些樓在兇什麼\n\n發上來只是好奇問問看\n有沒有人看得懂這影片想表達啥\n跟漫畫腰還有正確使用沙發有什麼關聯\n\n我是有看沒懂\n\n\n\n\n\n\n-\n有人知道這網紅在衝殺嗎？ 0.0\n男生看的開心 女生看的問號❓\n教你如何正確使用沙發? 災謀\n\n\n拍謝 哇母災 0..0\n\nhttps://www.dcard.tw/v2/vivid/videos/2fff86c7-25ec-4103-8be7-65a491b0316b?r=1.4814814814814814\n\n\n\n\n\n\n\n\n\n\n\nhttps://i.imgur.com/9g49BCN.jpg'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/09/19,171.0,554.0,21.0,21.0,66.0,61.0,22.0,56.0,171.0,97.0,0.3086642599277978,0.9545454545454546,0.375,0.3859649122807017,0.6288659793814433,-0.6458811946176568,0.0773006523529039,-0.5685805422647529,0.2538659793814433,1441.0,131.0,215.0,546.0,378.0,1310.0,-895.0,415.0,163.0,['不忍玩家淪提款機 高虹安籲儘速訂定轉蛋法'],"['在台灣有大量玩家的手遊《天堂M》為代理商遊戲橘子帶來豐厚的營收，但也因為不透明的機率遭詬病，不少玩家花大錢得不到想要的道具，最後憤而「退坑」，對此民眾黨立委高虹安認為，針對遊戲機率應該要研擬懲罰性規範，讓遊戲市場機制更透明。\n\n遊戲直播主丁特27日在直播時狂灑近120萬，就為了製作《天堂M》裡「神話武器」的必要材料，但最後仍失敗，引起許多玩家與觀眾不滿，認為應該代理商應該誠實公布製作機率，讓玩家權衡其中的機會成本。\n\n實際上早在2020年就有1名謝姓男子，花了近93萬想在《天堂M》中得到傳說的變身卡（又稱紫變），在花了大錢卻還抽不到後，憤而向遊戲橘子提出侵權行為損害賠償。\n\n但法官最後認為，因台灣目前並沒有相關法源依據，強制要求遊戲服務業者應該公布遊戲內的轉蛋機率，且遊戲橘子無故意過失或不法行為，謝男未受實質損害，最後駁回告訴。\n\n民眾黨立委高虹安指出，根據手遊的全球市場報告書中顯示，全球市場規模在2021年-2025年間預測將以13％的年複合成長率推移，並成長到636億6,000萬美元。顯示各國玩家非常願意在手機遊戲上課金，但仍有不少手遊廠商卻利用低機率、誇張的字詞來對玩家投放資訊，去誘使玩家花大錢去玩抽獎遊戲。\n\n面對遊戲廠商與玩家資訊不對等的情況下，在大陸、南韓、日本，都有針對虛擬抽獎提出相關規範，例如：日本在1977年便制定了獎品表示法，來規範虛擬道具的抽獎。雖韓國在2015年的時候，也想要制定法案，但最終沒有通過，但產生了震懾效果令韓國遊戲業提出自律方案。\n\n台灣的部分，呼籲政府盡快完善《網路連線遊戲服務定型化契約應記載及不得記載事項》中的各項條文，並應研擬懲罰性的規範，使遊戲市場機制更為透明和完善，保障民眾的消費權益。\n\n高虹安認為公布隨機虛擬戰利箱的機率，不管是對遊戲業者或是消費者雙方都是好的，而這一部份是需由政府去做法律規範和推動，讓台灣的手遊環境是公平且公正的。\nhttps://tw.news.yahoo.com/271%E8%90%AC%E6%89%93%E6%B0%B4%E6%BC%823-%E4%B8%8D%E5%BF%8D%E7%8E%A9%E5%AE%B6%E6%B7%AA%E6%8F%90%E6%AC%BE%E6%A9%9F-%E9%AB%98%E8%99%B9%E5%AE%89%E7%B1%B2%E5%84%98%E9%80%9F%E8%A8%82%E5%AE%9A%E8%BD%89%E8%9B%8B%E6%B3%95-220000241.html']",[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/09/24,243.0,766.0,37.0,61.0,161.0,111.0,86.0,67.0,354.0,237.0,0.3172323759791122,0.4302325581395348,0.9104477611940298,0.4548022598870056,0.4683544303797468,-0.1130001821604226,0.1375698839078933,0.0245697017474707,-0.442093330814283,2460.0,311.0,349.0,1264.0,869.0,2149.0,-1196.0,953.0,520.0,['不要再被騙了！遊戲公司寫的中獎機率都假的'],['黑橘不ey\nhttps://i.imgur.com/Y9imAlG.png\n丁特再度拆台，經過兩次花費上百萬測試中獎機率後發現\n黑橘高價虛擬寶物不公布機率，且標榜所有商城機率與韓版一致\n但韓版公告機率是10%，台灣實際上卻是可笑的2.3%\nhttps://i.imgur.com/lxV8zwe.png\n以下節錄部分原文：\n\n從8/27開始就有一堆玩家去公平交易委員會以\r\n\n第 21 條\r\n事業不得在商品或廣告上，或以其他使公眾得知之方法，對於與商品相關而足以影響交易決定之事項，為虛偽不實或引人錯誤之表示或表徵。\r\n\n聯署抗議，但幾天後公交會回應說「現階段尚不足以產生涉有廣告不實之合理懷疑，本會爰難據以憑辦。」\r\n\n你說證據不足，那我就備妥證據去行政院消保會申訴，我提供了遊戲橘子公告「所有商城機率與韓版一致」以及韓版公布機率10%的截圖，還有以科學邏輯證明機率絕對遠遠低於10%的算式，以及橘子修改公告自行承認機率不同的證據，但至今20天仍然沒有收到任何回應，是在搓湯圓還是拒絕協調把消費者當白痴？\n\n從各大平台的廣告內容可以發現，手遊已經是一個非常大的市場，具有相當龐大的商機，有多少人為此砸大錢迷失了自我，甚至貸款借錢玩到家財散盡妻離子散？\r\n要求遊戲公司公布虛寶機率，讓玩家能夠控制消費的風險，難道有這麼困難嗎？\r\n作為台灣遊戲業領頭羊的遊戲橘子集團，難道不願意負起這一點點的社會責任嗎？\r\n\n就算你寧可為了多賺一點錢拒絕公布機率，那你公告欺騙消費者說機率與韓版一致但實際連1/4都不到還可以裝死近一個月不回應到底是什麼意思？\r\n難道台灣真的沒有王法了嗎？\n難道台灣人的收入是韓國的四倍嗎？還是台灣人的智商只有韓國人的1/4可以縱容你這樣欺騙消費者？\r\nhttps://i.imgur.com/8S2Rxgm.png\nhttps://i.imgur.com/dhlzCl8.png\nhttps://i.imgur.com/JfJFcXi.jpg\nhttps://i.imgur.com/30UBE1E.png\n最後也表示，希望能有立委出來催促轉蛋法的通過，提供保底以及虛寶機率讓玩家在消費前可以足夠充分的掌握風險以及預算，還有把誤導消費者花費數百萬卻草草改了公告就裝死到底的遊戲公司請出來給一個交代。\nhttps://i.imgur.com/XsiL0nx.png\nhttps://i.imgur.com/UoJMKHe.png\n\n其實不只《天堂M》，台灣許多代理的遊戲如RO，楓之谷..等，都有類似的問題，而玩家得到的回應往往都是失望收場，畢竟在台灣也沒有任何一條明確的法規可以保障遊戲內轉蛋機率的公正性，只能期待之後會有立委催促轉蛋法的通過，提供保底以及虛寶機率讓玩家在消費前可以足夠充分的掌握風險以及預算......\n\n特哥原文：https://www.facebook.com/DinTerlol/posts/406498684167894\n報導來源：https://www.league-funny.com/gossiping/article-200018?fbclid=IwAR3XxQOFJW904JpDPBOplU2oNjIQkrcG3SaSqTgCJMSYKk7EDIo5E5tg5Ec\n特哥實測影片：https://www.youtube.com/watch?v=jjROqyPcxRk&feature=emb_title'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
Dinter,2021/10/04,896.0,1468.0,190.0,144.0,407.0,262.0,487.0,327.0,1055.0,714.0,0.6103542234332425,0.3901437371663244,0.4403669724770642,0.385781990521327,0.3669467787114845,0.220210486266918,-0.2245722329119155,-0.0043617466449974,-0.0734201937655796,4565.0,1730.0,1096.0,2758.0,1933.0,2835.0,-1807.0,1028.0,837.0,['#丁特 之前被警告別被騙 現在卻被騙了'],['這次的紫布事件讓我好奇去查了一下天堂M這款遊戲，沒想到卻跳出天堂M粉專曾分享丁特之前被騙的精華來提醒大家別被騙，沒想到…🤪\nhttps://i.imgur.com/heZggMR.jpg\n\nhttps://www.facebook.com/1026822637432947/posts/1409930539122153/?d=n'],[],[],[],[],[],[],[],[],Dinter,bad,795000.0,電玩實況類,True
