Source,Title,Link,Date,Summary,Text,Like,id
Dcard,喜歡/不喜歡的Youtuber(文長),https://www.dcard.tw/service/api/v2/posts/237534761,2021-11-25T15:42:37.709Z,,"想要來分享一下自己喜歡跟不喜歡的youtuber
因為很主觀 所以這是單純分享自己的喜好
每個人都有表達自己想法的權利
所以留言歡迎各種不同言論 歡迎開戰
也歡迎分享自己的喜歡/不喜歡
❤️喜歡的男森Youtuber(有排名)
1️⃣阿翰看影片
相信應該很多人喜歡他
看他模仿的影片真的超好笑超級舒壓
雖然他很少正常講話
但我好喜歡他正常講話的聲音跟腔調
名列我最愛的油土伯第一
也看過有很多油土伯影片中都表示最想跟阿翰合作
2️⃣high咖 邱志恆
認真覺得他就是個很real的人
雖然影片都很好笑很白癡
但看得出來他是很用心很努力的一個人
因為有追他ig 開的直播也都會準時觀看
他會分享很多他生活上好笑的事
而且他很愛他的粉絲 也常常跟粉絲互動
完全沒有大頭症的一個人
雖然他一直自嘲自己很醜單身很多年
但我相信超多女粉想當他女朋友的
唯一小缺點 上片速度頻率低
很常等很久才會有一部片😂
對我而言最近的影片也比較沒這麼好笑
但還是不否認他的用心啦～
3️⃣志祺七七
很喜歡看他分享生活時事的影片
幫助我快速了解最新的八卦哈哈
排除影片內容也很喜歡他本身散發出來的氣質
特別是講話方式 就看得出來他真的很有內涵
小缺點大概就是每次影片都有工商時間
然後還要加入會員哈哈哈🤣
也有追蹤他ig 最近志祺好像勤著健身
4️⃣77老大
分享各種中藥 保養 保健的知識
也是少數涉略這一塊的男性油土伯
本身是中醫師又一臉高端渣男
感覺他的粉絲應該也是女性居多🤣
近年也拍很多有關感情 兩性議題
也是無聊的時候會去看他說了什麼
但他幹話真的很多就是
5️⃣希爾
是專門講都市傳說跟恐怖故事的油土伯
我本身很膽小但又愛看
他的影片沒有嚇人音效跟畫面
大多是介紹都市傳說的歷史背景
是我自己一個人也敢看的影片
但太多講鬼故事的油土伯了
所以他知名度相對就比較還好(？
6️⃣肥波開吃啦
主要介紹各地美食
覺得他運用的詞彙蠻美妙的
口頭禪也一堆
還有特殊腔調
我男友每次都會模仿他
覺得就是個可愛的油土伯
然後拍攝畫面跟韻鏡也很有質感
但他吃東西完全沒在顧形象的🤣🤣🤣
7️⃣吃貨豪豪
每次跟男友都會在吃飯時配他的影片
因為真的很下飯哈哈哈
我們也常常笑他醜 笑他的吃相 笑他很要不得
最近還會笑他唱歌很難聽
我知道我們很沒品 但都是娛樂性質的開玩笑啦
還是很喜歡看他的影片
8️⃣異色檔案
最近才開始看他們影片
蠻有話題性的影片
最喜歡看這種犀利容易被黃標的內容了
每次看他們大量翻閱圖書館報章雜誌就覺得他們真的好用心喔
❤️喜歡的女森Youtuber(有排名)
1️⃣劉芒
喜歡他早期的床邊故事系列
也喜歡後來的影片系列
都超有質感超時尚的
感覺他就是一個很有高級感跟氣質的女生
但不會讓人覺得很假很高冷
他的影片也都蠻好看的 主要以女性市場為主
2️⃣丹妮婊姐
也是蠻有想法跟個性的一個人
主要分享彩妝
也有部分兩性議題
自己還蠻喜歡他新家佈置系列的
但他感覺有點吵講話很大聲哈哈哈
不過也代表他應該就是大剌剌的個性
3️⃣末羊子
最喜歡斷捨離系列
也因為他自己開始極簡主義
開箱系列也都好療癒
每支影片都讓人好順暢放鬆
4️⃣Hello Catie
也是美妝主線
但移民之後就比較多國外生活分享
雖然美妝油土伯很多
但比較喜歡的就真的他跟婊姐而已哈哈
5️⃣一隻阿圓
雖然很多人討厭他 包括我男友
我也不知道為什麼哈哈哈
但他影片的主題確實都蠻吸引我的
我也都會點進去看
覺得他也蠻可愛的啦
5️⃣理科太太
新時代知性女性 相信應該不用我介紹了🤣
❤️喜歡的團體Youtuber(有排名)
1️⃣見習網美小吳
他們雖然業配接得多 但不失影片品質
而且他們合作過好多大牌藝人 例如楊丞琳 告五人
很喜歡看他們影片也是因為覺得超好笑
團員裡面最喜歡卡特 也會看卡特自己開的頻道
個人就只喜歡團員裡面的四個人
其他工作人員或他們私下的朋友我其實就還好
2️⃣達康.com
不知道他們算不算油土伯
但真的很好笑哈哈哈
超喜歡他們
3️⃣這群人
影片很好笑 但有些很尬
最喜歡尼克 他真的超靠北
4️⃣壹加壹
美食系列的可愛情侶
5️⃣六ㄧ遛阿寬
美食系列的尷尬情侶
(不要問我老高 因為我還好)
其實蠻多我都會看的 只是沒有到我非常喜歡的名單內
例如Jim 反正我很閒 joeman 劉沛 千千 古娃娃 谷阿莫 Hook 八婆 黃氏兄弟 林進 小A辣 Gina 館長 還有被關的toyz
再來是不喜歡的
原因大部分就是低俗 沒質感 沒營養
但是個人主觀意見 我相信也是有人喜歡
❌不喜歡的Youtuber(沒有排名、不分男女)
1️⃣勾起你心中的惡
超級自以為是 以為自己很屌
那講話的口氣真的還蠻欠噴的哈哈
2️⃣本本
3️⃣奎丁
4️⃣小哥哥艾理
5️⃣Crazy Man瘋男
目前就想到這些 謝謝觀看～～",54,237534761
Dcard,#討論 推薦美妝 Youtuber ❤️❤️,https://www.dcard.tw/service/api/v2/posts/236421544,2021-07-06T07:11:53.074Z,,"在YouTube 做美妝推薦、分享的有很多人
分享幾個覺得很不錯的美妝YouTube


1.Hello Catie 
在美妝屆中訂閱率破百萬
在我推薦的美妝youtuber 唯一破百萬的
說話直白，討厭的東西會直接說不喜歡
我喜歡他在說哪個產品不好、有什麼缺點
介紹的東西，我覺得都滿平價的
不過目前移民到加拿大
最近上片的變少了
最近看他的片發現原來他已經拍了六年了
真的不至於不覺我應該有看三年了

https://youtu.be/tPauln2EQ2w

2.居妮
出了很多的美妝教學、網購分享
時不時他的影片會出現寇瑞
很親民，有些聯名款衣服
不定期的會有他的衣服二手拍
如果是新手的話很推薦看他的教學

https://youtu.be/kV2veP84O6w

3.查理 I’m charlie
在ig上偶而會突然直播（最近比較常）
跟粉絲聊聊天
推薦一些好用的產品
有一次買了他推薦的產品
我覺得真的蠻好用的
而且又不貴，cp值很高
喜歡他的原因是他推薦的東西
我覺得我是真的蠻好用
我也很喜歡他的長相
好漂亮喔

https://youtu.be/G4pVZJdKX9Y

4.丹尼婊姐星球
大砲級別的美妝博主
就是那種不喜歡會直白告訴你
喜歡也會很開心的推薦你
中東油田的肌膚😂
所以你也是油肌可以看他的影片
你會挖到很多好產品
最早我是看他的澤食
一遍分享著關於他遇到的鳥事
我覺得好好笑
怎麼那麼荒唐😂🤣

https://youtu.be/TBVUjpIKX_I

5.吉米老濕
我推薦的唯一男youtuber 
我覺得他是一個很認真的人
每支影片都拍很多次😂
他主要是拍一些教學影片
或者是其他他畫的很好看的妝
我都會覺得一個男生怎麼會畫的這麼好看
不知道大家有沒有喜歡其他他男youtuber 
可以也推薦給我

https://youtu.be/MKVQ00cbsnk",24,236421544
Dcard,Hello Catie是富二代？,https://www.dcard.tw/service/api/v2/posts/236374437,2021-06-30T04:48:38.82Z,,"很少看他的影片 因為影片時長都超過20分鐘 
（我個人是超過10分鐘都不看）

欸然後 最近發現Catie全家移民到加拿大溫哥華
買了一個不錯大的房子 還買了車 

所以說有人知道Catie家境怎麼樣嗎 
溫哥華房子不便宜吧 

還是說YouTuber真的可以賺那麼多",568,236374437
Dcard,美妝生活類YouTuber 分代！,https://www.dcard.tw/service/api/v2/posts/236266171,2021-06-16T05:17:29.711Z,,"大家好～這樣一算，我看YouTube也快8年了！突然突發奇想想要把台灣的美妝生活類YouTuber像韓團一樣分一代二代三代！如果大家有其他意見或建議歡迎下方交流🥳🤩❣️
🌼一代🌼
Thekellyyang
Gina hello
Hello Catie
夢露
黃小米
查理
朱綺綺
大饅大力
Meg Lu
Evalin 
沛莉
Ksnancy
丹妮婊姐
吳斐莉
雅勻
🌼二代🌼
Craziejulia
Hey! It's Dena
Something Shelley
Weartoeatiff
Serene Vitale
Jas' talk
Theregina
Cindy H
🌼三代🌼
4m8er
Hey it's Mindy
yyselina
ItsAmandaLo
安安兒
麻姑師太
居妮


🎡",27,236266171
Dcard,宅在家做防疫 推薦愛看的youtuber頻道,https://www.dcard.tw/service/api/v2/posts/236117150,2021-05-28T17:27:58.374Z,,"最近為了不要成為防疫破口 
身邊好多人10幾天都沒出門 
在家除了上課就是玩遊戲不然就看劇

因為近幾年看的頻道跟以前大不相同
所以我想來推推近期喜歡看的youtuber 
基本上都是9成影片都會看的那種我才會分享
如果有看過的歡迎跟我交流
不認識的無聊時推薦去搜來打發時間喔🤓

我先分享訂閱破百萬的 畢竟應該多數人都認識
就不多贅述了～

知識說故事型：老高與小茉 （有時候睡不著就隨便點一個影片當睡前故事來聽🙂）

生活、綜藝、電玩（？）：木曜四超玩（台灣人都給我去訂閱🙃🙃）

生活：滇西小哥（中國大陸農村女孩，跟李子柒大概類型但我比較喜歡滇西、人際互動更多、更接地氣的感覺，色彩比較明亮還有一隻可愛的 大王 ，應該是阿拉斯加吧超級可愛；李我偶爾看看她手做衣服或椅子其他就不太看）

吃播：Eat with Boki、SIO ASMR（剛好一男一女、男帥女美、都是韓國人🤣 Boki著重在吃的聲音而SIO開頭會有採買跟製作過程也蠻療癒的，主要是顏值跟吃東西都很好看啦哈哈哈哈）

美妝：Hello Catie （唯一到目前還在看的台灣美妝頻道，不管是美妝主頻或搬去加拿大的生活型副頻都會看；其他台灣美妝類的頻道偶爾也會看不過頻率不高，台灣又熱、台中霧霾又多，還沒有疫情的時候口罩就不太離身了，所以想化妝的慾望降低+覺得買太多彩妝沒用完很浪費就不太看了）

—————————百萬分隔線————————

說書人：

（1.）塞門
大概今年還去年底愛上
分享/解說實境秀的塞門
他的聲音也很適合當睡前故事
而且講話很有條理 白爛的剛剛好
非常喜歡❤️ 我差點按下會員的第一個頻道
（不要問為什麼沒有會員 問就是沒錢。）
https://i.imgur.com/KA20Ek6.jpg


（2.）清風乍起

他真的解說了很多美食連續劇或電影
而且我個人感覺他的聲線最適合
常常就算別人先解說過了他後來才上我也會跟完

我好像解說講故事類的都很在乎聲線🧐🧐
https://i.imgur.com/T5VI058.jpg


生活型：三個台灣的一個中國大陸的

（1.）朱李一家
一開始是在IG上有在分享小朋友的大小事
後來才把平常紀錄的影片放上YouTube 
喜歡小朋友可以療癒一下
兩個妹妹都超可愛
小朱（母）小李（父）也是一對很有梗的父母啦🤣
https://i.imgur.com/wuEMW9u.jpg


（2.）愛里
重生的她影片很正能量（但也很18🈲️）
非常漂亮（身為一個女生感到羞愧）
跟大學室友的友誼令人羨慕
而且每次出遊都很好笑
（不喜歡她身分的勿看，尊重平等不要酸言酸語）
https://i.imgur.com/1wA4Thv.jpg

（3.）Kelly Box
住在韓國與韓國歐巴結婚的台灣人
分享在韓國的大小事
而且非常有愛心
養的兩隻狗狗都是收養的和流浪狗
新的影片還有救一整窩的小狗跟狗媽媽
兒子非常可愛有教養
老公雖然沒有入鏡但講話非常溫文儒雅
https://i.imgur.com/R0XDZy3.jpg


美妝：兩個都是中國大陸的

（1.）一枝南南
很漂亮 有點像IU 小姐姐類型
有一集要把同事朋友帶來很怪的舊衣服穿搭成潮流
超！厲害！ 超級推薦去看那集
真的會跟圍觀的人一起「哇！」
https://i.imgur.com/RjDWfSj.jpg

（2.）仇仇
追蹤她幾年了 她跟前任在一起到現在新的男友都還在追😂😂
長很像范冰冰 一講話有點女漢子的感覺
化妝的主題很多樣化 都超仙
純欣賞 沒那個手畫那些妝🙂
https://i.imgur.com/tUfRzk1.jpg

（3.）深夜徐老師
常常邀請明星或大牌化妝師來教學
非常多干貨和技巧
常常看得目瞪口呆 跟畫家在我面前畫畫差不多感覺
像毛戈平化妝就超多細節 真的比一般化妝師多很多
想以化妝調整五官比例非常推薦去看化妝師上門合作系列
https://i.imgur.com/Yh7L9HT.jpg

吃播型：

（1.）密子君
中國大陸大胃王
我看吃播都是吃的好看的那種
像千千我偶爾也會看 但沒看得密子君多
最愛看她吃港式茶點跟火鍋還有在家自己做的系列🤤
https://i.imgur.com/ErGvj3d.jpg

（2.）Hook
哈哈哈她其實不算吃播啦
但是她的一週挑戰我真的百看不厭😂
跟身邊同事的互動也超好笑的
https://i.imgur.com/pRnmftm.jpg

（3.）艾倫哥哥
（他們粉絲大多都是為了看貝貝吃播吧？）
住美國的台灣人、老婆是廣東人
整個頻道我只看吃播和飯店旅遊
其他都是講賭博跟賺錢
他們很常點外賣 幾星餐廳也很常吃
貝貝吃播尤其好看啊
講口感也是一流
https://i.imgur.com/5KVTsTq.jpg

其他：
一般來說我想要睡前安靜一些或療癒一些的時候
會看 cafe vlog 
就是飲料店咖啡店店員做飲料餐點的過程
多數都是韓國的
我每種都會看
以下推薦兩個我看最多的頻道

可是第一個女生很久沒更新了😢
https://i.imgur.com/m42esv7.jpg
https://i.imgur.com/bJyUcLp.jpg

有些韓國飲料店色素或沖泡飲太多我就真的不太看哈哈哈哈哈
不過基本上我都看過一輪了

近幾年看得真的跟以前差很多
其他頻道不是不看 就是看的頻率低 偶爾幾部吸引我而已
以上頻道是真的我不知道要看什麼的時候會找找這些隨選來看

如果你各位有特別喜歡的頻道歡迎推薦給我喔❤️",12,236117150
Dcard,大家最討厭的YouTuber是誰,https://www.dcard.tw/service/api/v2/posts/236099441,2021-05-26T15:59:13.142Z,,"我先：反骨

給大家參考的ytr:
愛莉莎莎 Alissa
MASAO料理
ABC
the劉沛
Rosalina's
Kitchen蘿潔塔
的廚房
喪屍老爸
理科太太LiKe
Tai ta
Hello catie
Onion man
館長成吉思汗
Ku's drean酷的
罗
舞秋風
鍾明軒
巧克力
老皮
Stopkiddinstudic

WACKYBOYS反
骨男孩
白癡公主
狠愛演
蔡阿嘎ife
啾啾鞋
小玉
安啾咪
滴妹
聖結石
三原 JAPAN
Sunyuan_JAPAl
人生肥宅X尊
HowFun
STR Network
放火 Louis
sandy mandy
菜喳
魚乾
搞神馬
莫彩曦 Hailey",10,236099441
Dcard,#詢問 有人在台北 凡X 割過雙眼皮嗎？,https://www.dcard.tw/service/api/v2/posts/236021091,2021-05-17T16:50:42.148Z,,"身為一個超級腫泡眼，我每個朋友都不信雙眼皮貼沒用，但他們嘗試幫我貼之後都會困惑的「咦？奇怪？」然後放棄
我本人也是放棄很久了，一直以來都是用D-up直接把眼皮黏死，至少讓眼睛看起來大一點、有神一點
至於夾睫毛之類的根本不需要，被眼皮壓得不可能翹起來

https://i.imgur.com/7N7R3g3.jpg


去年八月下定決心一定要給自己一對雙眼皮，做了一些功課，覺得自己這種眼睛可能還是得要用割得才行
所以上網找的也是割的案例，可是像我這種眼型的案例真的很少
葉佩雯很多的那種我也不敢去

最後挑了大安區的凡X 馮XX現場諮詢，這間是聽人推薦的，網路上好少資訊，但開在大安區，現場看起來也很高級，就還是和朋友一起預約看看情況

我當時給醫生看照片是我化妝的時候用膠水黏出來的雙眼皮（抱歉都不是很日常🤣
https://i.imgur.com/UTRejAX.jpg
https://i.imgur.com/fidsd1V.jpg

我說我只想要很窄的韓國人感覺的雙眼皮，不割成開放式也可以，甚至像Hello Catie那樣的內雙也行
因為我本身就喜歡丹鳳眼那樣的眼型，如果可以的話我甚至想抽脂+提眼肌就好
不管怎麼樣，自然、自然、自然，久了壓下來也沒關係
我除了畫特別彩妝以外平常不會帶妝出門，所以希望是裸眼看起來好看

結果醫生看完之後直接打槍我，說我的眼睛不能割成這樣，也不適合縫（有點難過畢竟化妝做得到手術卻不行）
我說那建議怎麼開呢？醫生說我眼窩很深，眉骨又高但眼肌無力，他要我開歐式大外雙+開眼頭+提眼肌，整組10萬以上

我整個嚇爆，原本以為最多6.7萬就能解決，我還沒聽過身邊有人開眼睛就要10萬
醫生說因為我這種眼睛特別難開，我問那有沒有範例可以借我看
他找了一堆男生的照片給我看，每個都是割很矮最後變得很自然的內雙（or不開放）
我就很困惑說有女生的嗎？而且醫生你不是建議大外雙，你給我看的都不是這樣
醫生就說有案例啦只是要再找找
我頓時覺得很不ok，如果開得很成功你應該就會放在sample資料夾隨時用了吧......

那次回來就被嚇壞了，不管是醫生給的專業建議還是金額，就一直拖到現在都不敢再去別家問（當時也是很天真預算只準備了2.3萬還以為自己有縫的可能）
加上台北也是有點遠，資詢不到5分鐘就收300，還有預約了還等醫生開完刀等了40分鐘，覺得自己很像盤子體驗很糟，回來狂看靠北醫美想潑自己冷水......
不過還是很想變漂亮🥲🥲🥲

說這麼多其實就是想問問看有人是去這家割的嗎？
還有有沒有跟我情況差不多的腫眼泡有推薦的醫生
當時考慮的還有璞O跟長O，以及台中的新O
只是看到的葉佩雯跟負評很多，也沒有找到我這種眼型的範例，實在很苦惱

希望有跟我一樣眼型的朋友給我一點建議😭",2,236021091
Dcard,#請益 求推薦超好洗粉撲的平價卸妝油,https://www.dcard.tw/service/api/v2/posts/235521903,2021-03-10T14:46:41.91Z,,"我想問有沒有超推的洗粉撲的卸妝東東
我看過Hello Catie說用卸妝油等個一天很有效
但我不知道她用的是什麼而且感覺偏貴
我自己用過卸妝水泡過再洗但我覺得效果不佳
想問問有沒有推的較平價且洗得又讚的卸妝油",71,235521903
Dcard,救救小酪梨！幫填有關美妝網紅問卷🥺,https://www.dcard.tw/service/api/v2/posts/235303557,2021-02-06T09:14:45.598Z,,"大家好，我是國立交通大學傳播研究所的學生，目前正在進行一項有關「IG平台廣告效果」的研究，填寫時間約5分鐘！拜託大家幫幫我們，由於填寫條件有一些限制，麻煩tag可能符合條件的朋友！救救過年還仍須奮鬥的研究生！將抽出三位（確實填答完畢），提供新台幣100元，以表感謝！

（感謝大家上次救救小酪梨，但小酪梨不爭氣，又要重新開始了，請大家再救一次XD！）

填寫條件
1.女生
2.追蹤以下任ㄧ美妝網紅的IG：Hello Catie 或Celeste Wu 大沛

問卷連結在這裡：https://msha.ke/zoetree/",35,235303557
Dcard,救救小酪梨🥺,https://www.dcard.tw/service/api/v2/posts/235303537,2021-02-06T09:09:58.003Z,,"大家好，我是國立交通大學傳播研究所的學生，目前正在進行一項有關「IG平台廣告效果」的研究，填寫時間約5分鐘！拜託大家幫幫我們，由於填寫條件有一些限制，麻煩tag可能符合條件的朋友！救救過年還仍須奮鬥的研究生！將抽出三位（確實填答完畢），提供新台幣100元，以表感謝！在留言區Tag朋友，將加碼抽出一位，客製化似顏繪一幅！

（感謝大家上次救救小酪梨，但小酪梨不爭氣，又要重新開始了，請大家再救一次XD！）

填寫條件
1.女生
2.追蹤以下任ㄧ美妝網紅的IG：Hello Catie 或Celeste Wu 大沛

問卷連結：https://msha.ke/zoetree/

https://i.imgur.com/rgBFH7v.jpg
https://i.imgur.com/OszrDyZ.jpg
https://i.imgur.com/khNY4kT.jpg",11,235303537
