,Source,Title,Link,Date,Summary,Text,Like
0,apple_news,《玩很大》前進萬華振興經濟　吳宗憲笑逼鹿希派跟黃珊珊道歉,https://tw.appledaily.com/entertainment/20211216/MPO4CPILWFEBZNW4JYCXO75NLU/,出版時間: 2021/12/16 22:35,,"《綜藝玩很大》全新內容找來小刀、何美、坤達與紀卜心、威廉等加入陣容，「奪金爭霸戰」振興萬華經濟，今天並舉行記者會，吳宗憲也幫大家上一課，說一般人到這邊會全身被剝光(其實是當年的杉木要到此剝皮)，萬華在疫情期間是重災區，但被汙名化，來這邊才知道萬華有很多古蹟，剛剛還去新富町錄影，變成法定，很多很特別的建築在此。
《綜藝玩很大》今以全新陣容，威廉(左起)、紀卜心、坤達、吳宗憲、KID、何美、小刀，來振興萬華經濟。趙世平攝
圖片來源 : 蘋果新聞網
這次特別企劃加入4個新成員，吳宗憲說台東那次錄影含著眼淚把工作弄完，而現在自己擔任關主，是因為想要多休息，還說KID體能沒問題，但是頭有點問題。未來不再會有小隊長，就等待天賜良緣。
而星二代徐新洋與胡釋安都進入《全明星運動會》，有網友提出疑問，為什麼鹿希派沒加入《全明星》，吳宗憲則表示：「我個人今年沒有拿到金鐘最佳主持人，但我是國家品牌玉山獎，我的紅藜果膠太厲害，結果鹿希派目前體態沒有處理好，都在玩鳥，藝能界裡面不可能有人游泳比他好，我也希望他多運動，現在家醜不可外揚，如果3天內沒有紅起來，就把他逐出公司。」
而吳宗憲今天跟剛好跟台北市副市長黃珊珊碰面，由於鹿希派過去曾揚言炸掉台北市政府，吳宗憲被問要不要代替鹿希派跟黃珊珊道歉，他也開玩笑說：「那我現在叫鹿希派趕快過來。」小刀說本以為《全明星》是最累的節目，但加入《玩很大》才知道《玩很大》更累，玩到恍神，「我是《全明星》最佳運動精神獎的人，能夠來這裡就是成就解鎖」。但是小刀上周才加KID的IG，讓KID很受傷。
而新成員坤達則笑說，加入《玩很大》之後，才想說他們這些人怎麼都是解散的偶像團體，小刀趕緊跳出來說「我們5566沒有解散哦」，憲哥則爆料KID的團體還在互告，讓他覺得不可思議。
全新企劃「奪金爭霸戰」，透過遊戲內容介紹台灣各地的在地特色，並且帶動地方觀光。特別是之前在台東拍攝時，獲得廣大的迴響，因此希望在疫情這段不能出國期間發揮最大功能，能帶動台灣觀光，讓台灣被看見，三立表示節目目的不是為了獎金，是為了讓大家看見台灣各地的美好。
這次首站選擇萬華剝皮寮錄製，台北市副市長黃珊珊特地到場致意，也希望大家再次注目萬華。2隊更在每1次的PK中可以贏得獎金，最終獲勝隊伍有機會拿走16萬8000元，這1季也加入了新的固定來賓，包括坤達、小刀、威廉、何美、紀卜心希望可以帶給觀眾全新氣象的《綜藝玩很大》。(葉文正／台北報導)
綜藝玩很大
吳宗憲
KID",0
1,apple_news,「狼人殺女神」徐凱希買預售屋孝親　紀卜心薪水上繳月領30K,https://tw.appledaily.com/entertainment/20211216/AHY5CR2LJVG6DNSJTOJT7CEB5M/,出版時間: 2021/12/16 10:00,,"史無前例！玩狼人殺也能站上台北小巨蛋！八大《娛樂百分百》超夯單元「凹嗚狼人殺」，明年1月28日將舉辦「凹嗚狼人殺總冠軍 台北小巨蛋演唱會」，狼人殺初代女神徐凱希、紀卜心接受《蘋果新聞網》專訪，坦言聽到時都超驚喜，徐凱希說：「小巨蛋對藝人來說，是個最高殿堂，蠻感動算是有交出一個還不錯的成績單！」紀卜心則稱「當時半信半疑，沒想到可以把桌遊帶到小巨蛋上」。2位小女生，除了有共同愛玩狼人殺的興趣外，還一樣孝順，徐凱希今年買下預售屋要給家人住，而紀卜心更是歷年來都將薪水上繳給媽媽，自己領月薪2、3萬，並在23、24歲左右就為家人買房，雖未透露坪數金額，但能養到如此乖巧女兒，恐是全天下媽媽的夢想。
凱希(左)、紀卜心是初代狼人殺女神。鄭孟晃攝
圖片來源 : 蘋果新聞網
徐凱希過去就熱愛和朋友玩桌遊阿瓦隆，「其實它的邏輯跟狼人殺很類似，我發現一玩我就愛上這種有點心機推測推理的遊戲，那時候每天玩到早上5、6點」。徐凱希更爆料，起初在玩時被紀卜心的朋友嫌棄，金牛座的她當然不輕易認輸、放棄，反而因被打擊到，更發憤好好練狼人殺，她認為與主持的益智節目《天才衝衝衝》雖同樣是玩遊戲，但《衝衝衝》靠得是反應，而「凹嗚狼人殺」則需要邏輯及多練習。
徐凱希和紀卜心是能拿到站上小巨蛋比賽入場卷的12人之1，表示都是曾獲比賽MVP超過3次以上的高玩，遊戲實力可想而知，2人說起狼人殺都有一樣炙熱的眼神，已玩遊戲約3、4年，至今仍不覺得膩，徐凱希說：「我覺得應該不是說膩，應該是說因為我們都是跟差不多的朋友玩，所以偶爾會大家太清楚那個套路了，所以可能就是會需要一些新的角色啊或是新的人來跟我們有不同的邏輯碰撞。」
節目上常上演高潮迭起令人想不到的走向，也因此常有網友懷疑玩家事前套好招，徐凱希和紀卜心信誓旦旦表示絕對沒有，認為這樣就失去遊戲意義，一點也不好玩。
26歲紀卜心長相甜美，有「中學生女神」之稱，她從網拍模特起家，熱愛分享美妝保養、穿搭，可說是初代網路紅人。不過俗話說人紅是非多，過去紀卜心曾被酸民攻擊是「花瓶、無腦」，直到上了「凹嗚狼人殺」單元後，觀眾才發現她並非空有外表，實際上是個腦袋清楚、很有邏輯又有口條的女孩，剛上節目就獲得網友好評。
她出道約7、8年，坦言其實沒特別存錢，「因為我的錢都是給我媽媽管」。她學生時期開始做賣網拍，當時賣衣服只是因為熱愛拍照、打扮自己，就跟媽媽商量要批衣服來賣，「那時候賺的錢，根本我也都沒在管，我是把它放在帳戶裡面，其實都是給我媽媽管，我也不是說為了要賺錢而去賣這個東西」。
她自認理財觀念不好，有錢在身上就容易買東買西，所以現是跟媽媽領月薪，「2、3萬而已啦，但是其實我也不會跟她要錢，因為我自己就有存私房錢，偷偷沒有交給媽媽的，那種沒有開勞報的，所以我的開銷主要也是我自己負擔的起的」。約在2、3年前，她買了房子給一家人住，至於金額與坪數，紀卜心說：「都媽媽處理，所以也不知道幾坪、多少錢。」
33歲的徐凱希則是在今年買房，「但是房子還沒蓋好啦，預售屋，所以等到真的有機會開箱」。她考量到年邁父母可能沒辦法爬樓梯，「需要有電梯，所以我是特別買來給他們住」。被誇孝順、優秀，她也謙虛稱：「其實我們身邊很多藝人都是這樣子，因為當自己有能力的時候，你就會希望讓你的家人、讓你身邊的人過更好的生活。」
徐凱希過去是綜藝節目《我愛黑澀會》美眉，當時藝名鴨子，後來曾組女子團體Twinko，出道至今約15年，過去星路算是載浮載沉，3年前她決定離開舒適圈轉戰主持，接下老牌益智節目《天才衝衝衝》主持棒，並在今年以該節目首次入圍金鐘獎，「我今年對我來說，是我演藝生涯一個bonus，就是我入圍了金鐘獎，我覺得對我來說就是已經很大的肯定」。
徐凱希回憶出道歷程，「我其實是從歌手出身，然後以前我覺得星路也不算順遂，是蠻坎坷的，就是會經歷過很多低潮，以及曾經有紅過，後面可能沒有那麼有聲音這樣」。剛投入主持也曾遇到非常多挫折，「就真的我們有經歷過一段時間，是經紀人想推我，可是沒有人知道我是誰」。
說到這徐凱希不禁微泛淚光，透露當時聽到入圍時，「眼淚就直接飆出來，就很多人說會有很多跑馬燈，包括我們被廠商打槍，或是我以前去上通告，很多人覺得我不會講話等等」。最終徐凱希用時間證明自己能做到，並喊話「感謝那些曾經不看好我的人，因為我覺得他們就是激勵我，讓我更想往前」。
如今，徐凱希將和紀卜心、黃偉晉、邱鋒澤、陳零九、婁峻碩、賴晏駒、荳荳、篠崎泫、孫沁岳、雨婷、艾莉兒12位狼人殺偶像進行腦力廝殺戰，在當天還有五堅情、瘦子E.SO、羅志祥3組表演嘉賓輪番上陣，精采可期。（黃盈容／台北報導）
凱希
紀卜心",0
2,apple_news,「凹嗚狼人殺」明年 1/28攻蛋　黃偉晉、邱鋒澤、陳零九領軍現場腦力廝殺,https://tw.appledaily.com/entertainment/20211124/XRTIWIGQCFGSPHTZO4OG3E36JY/,出版時間: 2021/11/24 15:03,,"八大《娛樂百分百》今天公布「凹嗚狼人殺總冠軍 台北小巨蛋演唱會」將於明年1月28日 舉辦，該節主持人黃偉晉、邱鋒澤、陳零九將率領9位狼人殺偶像在小巨蛋進行實競對決，現場粉絲除了可近距離一睹藝人較勁的邏輯推理外，更首創現場即時投票互動。
《娛百》熱門單元「凹嗚狼人殺」自2017年推出後，至今累積破億點擊，單集更創下超過百萬點擊成績，且常登上YouTube發燒榜熱門影片，不僅在演藝圈吹起一股明星瘋玩熱潮，儼然已成為全民運動。而這場演唱會今天公布參與名單，屆時包括黃偉晉、邱鋒澤、陳零九、婁峻碩、賴晏駒、凱希、紀卜心、荳荳、篠崎泫、孫沁岳、雨婷、艾莉兒等12位狼人殺偶像將進行腦力廝殺，選出2021年度MVP。
對於該活動，邱鋒澤表示：「平常心，因為太緊張會影響發言，只有放輕鬆、思緒才有辦法清晰。」 陳零九也說：「可能真的要到坐在那邊講話的時候，才會知道有沒有壓力，但現在想像覺得氛圍蠻奇妙的，因為在小巨蛋就是要很High，可是玩狼人殺又要很安靜，到時候絕對要享受一下那種衝突的感覺。」婁峻碩、賴晏駒也異口同聲說：「因為是在萬人面前的總冠軍戰，絕對會拿出最佳狀態。」黃偉晉更眼露勝負慾的透露：「我一定要拿到總冠軍大獎。」詳情請關注《娛樂百分百》、寬宏藝術臉書粉絲專頁。（葉文正／台北報導）
凹嗚狼人殺
陳零九
黃偉晉
邱鋒澤",0
3,apple_news,田亞霍愛妻倒數2個月卸貨　透露做這事「胎動最明顯」,https://tw.appledaily.com/entertainment/20210626/OD445GQDXNETZCTZNVPQ4BE36E/,出版時間: 2021/06/26 13:34,,"田亞霍今年升格人夫、人父，愛妻倒數2個月卸貨，他原本預計暑假發表新單曲，因為疫情無法群聚錄音，只能暫緩計畫，而他為好友小賴、林進、紀卜心等人的發片製作案也都喊停，他笑說：「先向乾爹乾媽們告假，他們其實都能體諒我要當爸爸的心情，也都鼓勵我先以太太跟小孩為主，讓我安心去放『待產假』！」
前陣子特別選在自己生日及520當天發行兩首甜蜜單曲《I’m in love》及《做我的新娘》獻給愛妻，他透露老婆現在都重複循環播放天天聽，索性把這兩首歌當「胎教音樂」，結果寶寶每次聽完都特別有反應，會踢媽媽的肚子，他笑說：「寶寶現在越來越大，胎動得很頻繁，只要摸老婆肚子的時候，寶寶都會動來回應我，感覺像他知道爸爸來摸他，用擊掌來回應我！」
前兩天正好是田亞霍老婆生日，本來慣例是寫歌送老婆，但因今年要迎接愛的結晶，他費盡心思決定送特別的禮物，左思右想後決定買飛輪機送老婆，想說讓孕婦運動也不錯，生完也能用來恢復身材，結果竟然被發現買貴了2000元，要他去刷退重買，他苦笑說：「疫情衝擊讓網購送達速度變慢，來不及在老婆生日當天送出就算了，在老婆逼問下招供自己臨時買禮物這件事，結果老婆非但不生氣，還上網發現我買貴跟我一起重新找，真的是有夠落漆！明年我會好好努力，做個好榜樣給鵝子看！」
雖沒有準時送出生日禮物，但他不愧是「寵妻魔人」，為了支持老婆的手作工藝品網站新開張，自掏腰包以現金力挺老婆辦給粉絲的抽獎活動，以實際行動支持老婆的事業，希望粉絲也能愛屋及烏，相當符合金牛座務實個性。而他最近陪愛妻待產空擋，坦言「歌癮」犯了，特別推出新企劃「夜半霍聲」，回應歌迷點歌之餘也過足歌癮；他笑說：「其實就是每天固定在IG、臉書 PO一些唱歌的短影片，然後開放粉絲票選今天想聽什麼歌，我就唱給他們聽，因為都是半夜po文，所以特別叫『夜半霍聲』！」
不過他這幾天身體不適大過敏，只能暫停企劃，無奈表示：「之後身體比較恢復之後，有規劃在IG開直播，可以唱唱歌給大家聽，接受大家的點播，也算是回到最初的自己！」（羅子欣／台北報導）
田亞霍",0
4,apple_news,美妝千金當櫃姐4年無人知　《大熱門》被憲哥挖出來,https://tw.appledaily.com/entertainment/20210312/CURGGP5XARFBDE3HP7X4JIQC3M/,出版時間: 2021/03/12 17:57,,"日本怪獸美妝學院向來喜歡邀藝人代言美妝產品，包括藝人紀卜心、劉伊心、丫頭詹子晴、小甜甜等都是長期合作對象，但日本怪獸接班人楊靜敏日前受邀錄吳宗憲主持的三立《綜藝大熱門》時表示，她雖是豪門千金，但也擁有豐富基層經驗，現場透露自己在國外曾親自當櫃姐4年，遇到光怪陸離的客人不少，有客人會把產品買回家後，用到快完才拿回來退貨說不適合，也有客人上門直接要求幫忙化妝，卻沒買任何產品就走人，讓人啼笑皆非。
日本怪獸千金楊靜敏(左)跟LALA分享工作經驗。翻攝網路
圖片來源 : 蘋果新聞網
櫃哥Marco則抱怨，有時候百貨公司規定很不合理，只要在櫃上上班，連一口水都不能喝，也不能搭一般電梯，只能繞很遠去倉庫搭貨梯。楊靜敏說：「在加拿大規定沒有這樣，如果不喝水然後昏倒的話，百貨公司是要負責的，而且在那裏也可以看手機，因為有的大戶就是用手機訂貨，樓館還會提醒我們，業績不好，可看看手機有沒客人要下訂。」
藝人LALA則透露，自己當年也是櫃姐，從獅子頭到彩妝都賣過，賣生髮水的時候，有客人天天都到專櫃，要求要幫他塗生髮水，整整幫塗了一個月，LALA抱怨，「結果我問他要不要買了，他竟然說因為很有效，所以就不用買了」，十足是個奧客。
楊靜敏曾於加拿大知名時尚彩妝學院──Blanche Macdonald Centre擔任授課老師、現為該校台灣區代表，在公司中親力親為擔任彩妝造型師，替紀卜心進行彩妝繪製及整體造型，雖貴為千金卻沒有架子，目前仍小姑獨處，她媽媽林幸如擔任公司執行長表示，「我女兒就是事業心很重，下了班也沒有甚麼多餘的活動，也不會去夜店，但我不會逼她一定要去認識朋友或強迫介紹對象，她自己喜歡就好」。(葉文正／台北報導)
楊敬敏
吳宗憲",0
5,apple_news,手搖飲標示　「五桐號」做半套,https://tw.appledaily.com/headline/20210108/HKV2QWMZ2FCDHBAR6WB7S7K3VU/,出版時間: 2021/01/08,,"【許稚佳╱台北報導】衛福部食藥署手搖飲標示新規定本月上路，每杯飲料都需要標示總糖量和總熱量，且要標示在明顯處。《蘋果》走訪各大手搖飲料店，發現網紅合資的名店「五桐號」興隆門市，截至前天中午都無明確標示，但通化門市有標示，等於規定只「做半套」；業者回應，已告知各店須擺放公告，將再提醒加盟主；台北市衛生局稱，若查獲違規，最高可罰300萬元。
食藥署修正「連鎖飲料便利商店及速食業之現場調製飲料標示規定」，自今年元旦起，連鎖飲料店、超商及速食業所有現場調製的飲料，須將珍珠、椰果、布丁等內容物的熱量一併計算，標示總糖量和總熱量，且要用最高值估算；並在店中用卡片、菜單註記、標記板等形式，以張貼懸掛、黏貼、立牌等明顯辨明方式顯著標示。
通化門市符合規定
《蘋果》於本月1日、5日和6日，分別前往50嵐、Coco都可、一芳、可不可、珍煮丹、龜記茗記、五桐號等各大手搖飲料店查訪，結果在本月1日及5日，兩度確認五桐號北市興隆門市的桌面、牆面、電子看板和手搖飲標籤等，皆未發現任何總熱量或總糖量標示；不過，《蘋果》前天前往五桐號台北市通化旗艦門市，該店有按規定放上標示立牌。至於其餘品牌的飲料店，則皆符合標示規定。
五桐號是由擁有上萬名粉絲的網紅君君、古承頤等人合資，於去年6月開幕就掀起排隊風潮，包含網紅女神紀卜心、YouTuber古娃娃等人頻頻打卡、試喝開箱，讓五桐號迅速竄紅並大量展店，至今雙北和桃園已有10家店面。
最高可罰300萬元
對於門市標示出包，五桐號回應，新標示規定已在上月31日公告，要求所有門市都要配合，如經確認加盟主沒有拿出標示表，內部會進行懲處。
北市衛生局表示，標示新制上路後，如經查發現沒明確標示，可依《食品安全衛生管理法》第25條開罰3萬至300萬元；如標示不實則可依該法第28條開罰4萬至400萬元；且此規定並無限期改善空間，只要查獲就會開罰，近幾個月會走訪宣導，提醒業者要盡速標示，也會列入例行性查核，並將派員了解五桐號興隆門市狀況。
手搖飲
五桐號
興隆門市
現場調製飲料標示規定
食藥署",0
6,apple_news,【獨家/蘋果微調查】網美合資「五桐號」標示「做半套」　衛生局：查獲最高罰300萬,https://tw.appledaily.com/life/20210107/W4Y734H6AJEDPFZIC6LMQGMORI/,出版時間: 2021/01/07 17:35,,"（新增：五桐號回應）
相關新聞：【獨家】不想輸鄭文燦！柯P拼了　環保局提電動機車補6千被退件要求再加碼
衛福部食藥署手搖飲標示新規定上路，每杯飲料都需標示總糖量和總熱量，且要標在明顯處，《蘋果新聞網》實際走訪50嵐、Coco都可、龜記等各大手搖飲店，發現近期竄紅、多名網美集資創立的「五桐號」，興隆門市截至昨(1/6)中午前都無明確標示，但通化門市卻有標示，等於規定只「做半套」；業者回應，已先行告知各店須擺放相關公告，將再次致電提醒，而北市衛生局則稱，將前往稽查，並強調此規定無限期改善空間，如查獲違規最高可罰300萬元。
食藥署修正「連鎖飲料便利商店及速食業之現場調製飲料標示規定」，連鎖飲料店、超商及速食業，所有現場調製的飲料，須將珍珠、椰果、布丁等內容物的熱量一併計算，標示總糖量和總熱量，且需用最高值估算，並在店中用卡片、菜單註記、標記版等形式，以張貼懸掛、黏貼、立牌或其餘明顯辨明方式去顯著標示。
《蘋果》分別於1月1日、1月5日和昨天，分別前往50嵐、Coco都可、一芳、可不可、珍煮丹、龜記茗記和五桐號等各大手搖飲店查訪，結果在1月1、1月5日，2度見證五桐號興隆門市的桌面、牆面、電子看板和手搖飲標籤等，皆無任何總熱量或總糖量標示。
不過，《蘋果》昨前往五桐號通化旗艦門市，則發現有按規定放上標示立牌。至於其餘品牌飲料店則皆符合規定。
今日熱門：【獨家】防排隊群聚染疫　百貨新春福袋遊戲規則將首度大改
五桐號是由擁有上萬名粉絲的網紅君君和古承頤等人合資，於去年開幕，包含紀卜心、Youtuber古娃娃等人頻頻打卡、試喝開箱，讓五桐號迅速竄紅並大量展店，至今雙北和桃園已有10家店面。
對於門市標示出包，五桐號回應，新標示規定已在去年12月31日公告所有門市都要配合，如經確認加盟主沒有拿出標示表，內部會進行懲處。
今11時左右，五桐號表示，經確認所以門市都已經擺放標示表。
北市衛生局表示，標示新制上路後，如經查發現沒有明確標示，可依《食安法》25條、處3至300萬元罰鍰，如標示不實則依《食安法》28條處4至400萬元罰鍰，且此規定並無限期改善空間，只要查獲就會罰，但近幾個月會積極發函、走訪宣導，提醒業者要儘速標示，也會將此列入例行性查核，對於五桐號興隆店，該局也將派員了解。
（許稚佳╱台北報導）
健康蘋道
連鎖飲料
標示
熱量
手搖飲
五桐號",0
7,apple_news,被問還期待小豬回《娛百》嗎　黃偉晉爆汗這樣說,https://tw.appledaily.com/entertainment/20210106/J6IYZBHHOJBAFJ34SYHK32MBPA/,出版時間: 2021/01/06 14:59,,"黃偉晉、邱鋒澤、陳零九今出席八大綜合台《娛樂百分百》的「凹嗚狼人殺」年度頒獎典禮，其中邱鋒澤今被《鏡週刊》拍到和旗下藝人采子疑似同居，對此邱鋒澤坦言對采子有好感，也誇采子是不錯的女生，未來不排除有交往可能，但2人目前沒交往也沒同居，畢竟雙方事業剛起步，他希望重心先放在工作上，未來目標想進軍台北小巨蛋開演唱會。被問到會期待羅志祥(小豬)再回來節目嗎？黃偉晉認為：「小豬哥從來沒離開過啊，所以也沒有什麼期待不期待，事情一開始時，我們多少有聯絡，但到後面我覺得就是給他們空間吧，怕傳訊給他們困擾，讓他們好好休息。」講到後來甚至緊張到滿頭大汗，但黃偉晉強調：「我本身就很會流汗啦。」
黃偉晉、邱鋒澤、陳零九今主持八大綜合台《娛樂百分百》的「凹嗚狼人殺」年度頒獎典禮。張桓誠攝
圖片來源 : 蘋果新聞網
邱鋒澤說今看到自己上週刊封面時有嚇一跳，想說當天沒發現被跟拍，今早也傳訊給采子要她別擔心，「但還好拍得還可以，沒有很醜。」不過他仍希望大家把焦點放在他的工作並非感情，也不擔心被拍到後，緋聞會見光死，那害怕掉粉嗎？邱鋒澤則認為自己無法控制，只能盡力把作品做好。
而陳零九跟直播主林芷瑩（呼呼）交往8年，問他今年可能結婚嗎？陳零九表示順其自然，坦言比較想先買房，區域鎖定熟悉的生活圈永和，那預算呢？他搞笑說：「1、2億吧，開玩笑的啦，不過最近開始在看房了。」未來房子也會登記在他名下。單身的黃偉晉被問到感情近況則透露擇偶條件很Free，只要對方長相順眼，相處感覺好就好。「凹嗚狼人殺」年度頒獎典禮今年是第2屆舉辦，八大一樓從中午起就湧進不少粉絲也入場，其中獲得年度人氣王獎的藝人可以拿到榮譽獎座，觀眾也有機會抽到最大獎機車；該節目在YT年度點擊更創新高2.9億。(蔡維歆／台北報導)
娛樂百分百
邱鋒澤
黃偉晉
陳零九
羅志祥小豬
愷樂
狼人殺",0
8,apple_news,斯亞側面挖空露美乳　辣爆參戰「狼人殺」,https://tw.appledaily.com/entertainment/20210105/R3OBFQV4TJAPLP2SWS5OP5QWOE/,出版時間: 2021/01/05 15:27,,"八大綜合台《娛樂百分百》單元「凹嗚狼人殺」，2020年度總冠軍爭霸戰6日明天登場，戰況將連播三天，集結年度最強玩家陣容，製作單位不僅高規格打造氣勢磅礡的伸展台，參賽者也紛紛盛裝出席。來賓斯亞身穿側面挖空禮服，美胸側露一片讚好，孫生雖穿正式西裝，卻透露西裝已經時隔多年未穿，導致尺寸不合，褲頭爆開，讓他一度難為情！
這屆參與玩家包括黃偉晉、陳零九、邱鋒澤、婁峻碩、賴晏駒、凱希、詹子晴、荳荳、紀卜心、孫生、斯亞以及采子等十二位藝人，為了冠軍獎座，眾人不顧私交，鏡頭前互嗆、較勁意味濃。賽前12人在服裝上也精心打扮，陳零九被評隨意穿就是一副大神模樣，斯亞一身金光閃閃禮服被讚最有誠意，坦言：「我可是花上萬元重金治裝耶。」賴晏駒則搞笑吐槽：「但妳比較像是要參加金曲獎！」
新年度冠軍得主則於本周賽事(8日)播畢後精采揭曉，節目官方APP從即日起也舉辦「預測總冠軍」抽好禮活動，活動詳情請見節目臉書粉絲專頁。(蔡維歆／台北報導)
斯亞
狼人殺",0
9,apple_news,跨年不必人擠人！萬人響應 在家跨年吃鍋Challenge 社群防疫活動，你跟上了嗎？,https://tw.appledaily.com/lifestyle/20201231/TULHAFIR4RFQPFJRXZ3BBLSH64/,出版時間: 2020/12/31,,"【工商消息】 本文由桂冠食品提供
2021跨年前夕出現新冠肺炎本土病例，雙北已有多場活動取消，擔憂群聚風險下，如何開心同時也能安心跨年，從近日擁有數十萬追蹤者的知名網紅在Instagram發起「#在家跨年吃鍋challenge」活動中可發現已成眾人討論焦點。尤其家中若有年幼孩童，更令人擔心聚眾感染風險。與其提心吊膽外出，不如在家煮一鍋色香味俱全的火鍋，犒賞家人與好友們整年的辛勞，看著電視轉播一同迎接嶄新的一年，也是一種溫馨應景的方式。
年達300億火鍋商機，除火鍋店業者推陳出新引進高價進口食材抓住饕客味蕾，因應疫情，國內食品大廠今年也紛紛推出特色湯底，解決民眾在家自煮火鍋擔憂湯底單一沒變化的困擾。其中桂冠食品更一口氣推出四款特色湯頭，包含廣受歡迎的傳統口味酸香回甘的「乾隆酸白鍋」、滿滿南洋風情的「Laksa叻沙鍋」、香濃重乳的「天皇濃乳鍋」、濃郁微辛的「韓式部隊鍋」，各式風味應有盡有。前國宴主廚阿慶師親自拍攝料理影片分享加料的「海陸酸白鍋」煮法，並親自傳授與酸白鍋超搭的沾醬，讓粉絲們一飽眼福。鍋底包解凍後簡單兌水調配，再搭配火鍋佐料，就是一鍋濃郁鮮美，完全不輸專業火鍋店的好味道，不但在家也能方便快速享用道地美味，口感更接連獲得眾多藝人與網紅推薦。
自首位知名網紅發起「#在家跨年吃鍋challenge」挑戰後，除吸引眾多粉絲熱烈參與互動，更有見習網美小吳、許凱皓、紀卜心等多位熱門網紅接連響應，如同前幾年為了聲援肌萎縮性脊髓側索硬化症患者的「ALS Ice bucket challenge」冰桶挑戰，這類的社群響應挑戰也成為了一種國際潮流，不管是為了公益、健康等，都可以看出社群網路對社會的影響力龐大。面對即將到來的跨年盛會，大家不妨響應「#在家跨年吃鍋challenge」，親朋好友齊聚一堂，用安心又美味的火鍋迎接2021年。",0
